"id","text","labels"
"2005","Hopelessness, Suicidality, and Co-Occurring Substance Use among Adolescent Hallucinogen Users—A National Survey Study.^\n(1) Objectives: Hallucinogens are being explored as a potential treatment of psychiatric disorders. Micro dosing of illicitly purchased hallucinogen drugs is on the rise despite conclusive benefits. We aimed to evaluate the prevalence and odds of hopelessness, suicidality, and co-occurring substance use among adolescent hallucinogen users. (2) Methods: We performed a retrospective analysis of the Centers for Disease Control and Prevention’s Youth Risk Behavior Surveillance System (YRBSS) 2001–2019 data that nationally represents school-going US adolescents. We identified hallucinogen use based on the survey questions, exploring the use of hallucinogens (LSD, PCP, mescaline, and mushrooms). (3) Results: Out of a total of 125,550 respondents, 8.4% reported using hallucinogens. Overall, the trend of hallucinogen use decreased from 13.3% (2001) to 7.0% (2019) (pTrend < 0.0001). Hallucinogen users were at high odds of feeling sad and hopeless (aOR: 1.40; 95%CI: 1.21–1.61; p < 0.0001), considering suicide (aOR: 1.36; 95%CI: 1.08–1.70; p = 0.009), and planning suicide (aOR: 1.49; 95%CI: 1.19–1.86; p = 0.001). Additionally, adolescent hallucinogen users had a higher prevalence of alcohol, cigarette, e-cigarette, marijuana, synthetic marijuana, inhalants, heroin, cocaine, methamphetamine, and ecstasy use. (4) Conclusions: The overall trend of hallucinogen use decreased among school-going American adolescents. We found a high prevalence of co-occurring substance use among hallucinogen users. We found that hallucinogen users were at high odds of feeling sad, hopeless, and considering and planning suicide. Further research is needed to explore the effects of recreational hallucinogen use among the adolescent population.","10"
"6196","Frontline Clinician Psilocybin Study.^\nAim 1: To assess short‐ and longer‐term effects of psilocybin‐assisted psychotherapy (PAP) on symptoms of depression experienced by physicians and nurses with frontline work exposure in the COVID pandemic. Hypothesis 1.1: Compared to active placebo, PAP will result in short term improvement in symptoms of depression 1 day and 1 week after the psilocybin dose session. Hypothesis 1.2: Compared to active placebo, PAP will result in longer term improvement of symptoms of depression 4 weeks after the medication dosing session. The primary outcome will be a comparison between the psilocybin 25 mg vs control groups of a combination of depression symptoms measured at 4 weeks post medication dose session. 1.1.2. Aim 2: To explore short‐ and longer‐term effects of psilocybin‐assisted psychotherapy (PAP) on symptoms of burnout experienced by physicians and nurses with frontline work exposure in the COVID pandemic. Hypothesis 2.1: Compared to active placebo, PAP will result in short term improvement in symptoms of burnout 1 day and 1 week after the psilocybin dose session.","9"
"8749","Change in patient-centered outcomes of psychological well-being, sleep, and suicidality following treatment with intravenous ketamine for late-life treatment-resistant depression.^\nOBJECTIVE: To examine whether psychological well-being, sleep, and suicidality improved with treatment with intravenous (IV) ketamine for late-life treatment-resistant depression (TRD). METHODS: This is an analysis of secondary outcomes in an open-label late-life TRD study examining the safety, tolerability, and feasibility of IV ketamine infusions. In the acute phase, participants (N = 25) aged 60 years or older received twice-a-week IV ketamine for 4 weeks. Then, participants with Montgomery-Asberg Depression Rating Scale (MADRS) total score <10 or ≥ 30% reduction from baseline proceeded to the continuation phase, an additional four weeks of once-a-week IV ketamine. The secondary outcomes analyzed here are based on the National Institute of Health Toolbox Psychological Well-Being subscales for Positive Affect and General Life Satisfaction, the Pittsburgh Sleep Quality Index, and the Scale for Suicidal Ideation. RESULTS: Psychological well-being, sleep, and suicidality improved during the acute phase and those improvements were sustained during the continuation phase. Greater improvements in measures of psychological well-being and sleep were seen in participants who had greater improvements in MADRS scores and moved onto the continuation phase. All but one of the few participants with high suicidality at baseline improved; there were no cases of treatment-emergent suicidality. CONCLUSIONS: Psychological well-being, sleep, and suicidality improved in participants with late-life TRD who received IV ketamine for 8 weeks. A future larger and longer controlled trial is needed to confirm and extend these findings. REGISTRATION: ClinicalTrials.gov identifier: NCT04504175.","3"
"7537","Symptomatological features of patients with and without Ecstasy use during their first psychotic episode.^\nBACKGROUND: Ecstasy use is generally chosen by adolescents and young adults for its entactogenic properties (the production of feelings of empathy, love, and emotional closeness to others.) Despite this desired and frequently realized outcome, Ecstasy use has often resulted in the genesis of psychotic symptoms and aggressive behaviors, particularly after chronic and/or intensive use. METHODS: To explore the negative consequences of Ecstasy use and to examine the aggressive nature oftentimes seen in many Ecstasy users we employed a case-control study model. We compared, by means of validated psychometric tests, the psychopathological symptoms (BPRS), the aggressiveness (OAS) and the social adjustment (DSM-GAF) of psychotic patients with (n = 23) and without (n = 46) recent user of Ecstasy, during their first psychotic episode and hospitalization. All 23 Ecstasy users were Ecstasy users only. RESULTS: Almost all of the psychotic symptoms were of similar severity in both groups. Blunted affect was milder in users than in non-users, whereas hostility and aggressive behavior was significantly more severe in users than in non-users. CONCLUSIONS: psychosis with a high level of aggressiveness and violence constitutes an important 'side-effect' that surely runs counter to the expected entactogenic action of Ecstasy. At a patient psycho-educational level, this study suggests that the use of Ecstasy may be counterproductive with respect to user expectations.","6"
"6010","Psilocybin and Spiritual Practice.^\nThis study will investigate the effects of psilocybin dose and the frequency and intensity of support activities for spiritual practice (e.g., meditation) on a battery of attitudinal and behavioral outcome measures in 75 healthy volunteers who are interested in pursuing a program of spiritual practices with the intention applying spiritual insights and knowledge to everyday life. After screening and study enrollment, each volunteer will be assigned to one of five groups that vary in dose, frequency and intensity of support for spiritual practice, and number of psilocybin sessions (either 2 or 3 sessions). The psilocybin dose manipulation will be double‐blind. Volunteers will be told that in each of sessions 1, 2, and 3, he/she could receive a very low, low, moderate, moderately high, or high dose of psilocybin. They will be told that each participant will receive 2 or more dose levels of psilocybin over the 2 or 3 sessions, and all participants will have one or more sessions in which he or she receives a moderately high or high dose of psilocybin. The duration of each volunteer's participation will be approximately 6 to 8 months. Each volunteer will receive several hours of preparation with the study guides in the month prior to the first psilocybin session; the first two sessions will be separated by one month. Various measures will be assessed before, during and immediately after sessions. A battery of longitudinal measures will be evaluated immediately after study enrollment, 3 weeks after the second psilocybin session, and 4 months after the second psilocybin session (6 months after study enrollment). For purposes of controlling expectancies through the 6 month follow‐up evaluation, volunteers and guides will not know which volunteers or how many volunteers will be scheduled for a third session.","6"
"9173","Acute and Longer-Term Outcomes Using Ketamine as a Clinical Treatment at the Yale Psychiatric Hospital.^\nOBJECTIVE: Ketamine has emerged as a rapid-acting antidepressant, though controversy remains whether sufficient data exist to justify its use outside of research protocols. In October 2014, the authors' institution began providing ketamine as an off-label therapy on a case-by-case basis for patients unable to participate in research protocols. Here, the participant experience during 29 months of providing ketamine as a clinical treatment for severe and treatment-resistant mood disorders through February 2017 is described. METHODS: Patients were initially treated with a single- or double-infusion protocol (0.5 mg/kg for 40 minutes intravenously) and were later transitioned to a 4-infusion protocol over 2 weeks. RESULTS: Fifty-four patients received ketamine, with 518 total infusions performed. A subset of 44 patients with mood disorders initiated the 4-infusion protocol, of whom 45.5% responded and 27.3% remitted by the fourth infusion. A subsample (n = 14) received ketamine on a long-term basis, ranging from 12 to 45 total treatments, over a course of 14 to 126 weeks. No evidence was found of cognitive decline, increased proclivity to delusions, or emergence of symptoms consistent with cystitis in this subsample. CONCLUSIONS: In general, ketamine infusions were tolerated well. The response and remission rates in this clinical sample were lower than those observed in some research protocols. The small number of patients who were treated on a maintenance schedule limits the conclusions that can be drawn regarding the long-term safety of ketamine; however, no long-term adverse effects were observed in this sample.","4"
"120","Can 'floating' predict treatment response to ketamine? Data from three randomized trials of individuals with treatment-resistant depression.^\nKetamine has rapid-acting antidepressant properties but also potentially concerning transient dissociative side effects (SEs). Recent studies noted a positive correlation between treatment response to ketamine and general dissociative SEs, as well as ""floating"", a depersonalization SE (a subtype of the dissociative SEs). This analysis sought to determine whether floating mediates treatment response to ketamine. Data were pooled from three double-blind, crossover, placebo-controlled ketamine clinical trials across which 82 participants with treatment-resistant depression (TRD) (44 with bipolar depression and 38 with major depressive disorder) received placebo and ketamine (0.5 mg/kg) infusions. SEs were actively solicited in a standardized fashion before and after ketamine infusion. The hypothesis that a post-infusion experience of floating would mediate antidepressant response to ketamine was assessed at 230 min post-infusion and at Day 1. Montgomery-Asberg Depression Rating Scale (MADRS) total score was the dependent variable in a linear mixed effects model. Ketamine significantly decreased MADRS scores (p < 0.0001), but no relationship was detected between floating and MADRS score at either 230 min or Day 1 post-infusion. The hypothesized mediation effect of floating was also not detected at either 230 min or Day 1 post-infusion. Taken together, the findings do not support the hypothesis that ketamine's antidepressant effects are mediated by the dissociative depersonalization subtype SE of floating.","7"
"5032","The efficacy and safety of esketamine in the treatment of major depressive disorder with suicidal ideation: study protocol for a randomized controlled trial.^\nBACKGROUND: Major depressive disorder (MDD) is a high risk factor for suicide, with up to 20% of MDD patients attempting suicide during their lifetime. Current treatments for MDD are slow onset of action, low efficiency, and the inability to control suicidal behaviors quickly and effectively. Intravenous ketamine has been shown to have a rapid but transient antidepressant effect, but there is still lack evidence on the efficacy and safety of intravenous esketamine in reducing suicidal ideation and depressive symptoms in MDD patients with suicidal ideation. We designed a study to investigate the effect of short-term repeated intravenous infusion of esketamine three times in MDD patients with suicidal ideation. METHODS: This study features a randomized, double-blind, placebo-controlled trial (RCT) comparing short-term repeated intravenous infusions of esketamine with placebo as a supplement to conventional antidepressants with an intervention period of 6 days and one infusion every other day, followed by 4 weeks of follow-up. These methods support the examination of the efficacy, safety, tolerability, and mechanism of action of short-term repeated intravenous infusions of esketamine in MDD patients with suicidal ideation. DISCUSSION: This is the first RCT to explore the efficacy and safety of short-term repeated infusion of esketamine on suicidal ideation and depressive symptoms in MDD patients with suicidal ideation. If proven effective and tolerated, it will provide evidence for rapid and effective treatment of suicidal ideation and depressive symptoms in MDD individuals with suicidal ideation. TRIAL REGISTRATION: Chinese Clinical Trial Register, ChiCTR2000041232 . Registered 22 December 2020.","9"
"5025","Does body mass index predict response to intravenous ketamine treatment in adults with major depressive and bipolar disorder? Results from the Canadian Rapid Treatment Center of Excellence.^\nBACKGROUND: Higher body mass index (BMI) has been found to predict greater antidepressant response to intravenous (IV) ketamine treatment. We evaluated the association between BMI and response to repeat-dose IV ketamine in patients with treatment-resistant depression (TRD). METHODS: Adults (N = 230) with TRD received four infusions of IV ketamine at a community-based clinic. Changes in symptoms of depression (ie, Quick Inventory for Depressive Symptomatology-Self-Report 16; QIDS-SR16), suicidal ideation (SI; ie, QIDS-SR16 SI item), anxiety (ie, Generalized Anxiety Disorder-7 Scale), anhedonic severity (ie, Snaith-Hamilton Pleasure Scale), and functioning (ie, Sheehan Disability Scale) following infusions were evaluated. Participants were stratified by BMI as normal (18.0-24.9 kg/m2; n = 72), overweight (25-29.9 kg/m2; n = 76), obese I (30-34.9 kg/m2; n = 47), or obese II (≥35.0 kg/m2; n = 35). RESULTS: Similar antidepressant effects with repeat-dose ketamine were reported between BMI groups (P = .261). In addition, categorical partial response (P = .149), response (P = .526), and remission (P = .232) rates were similar between the four BMI groups. CONCLUSIONS: The findings are limited by the observational, open-label design of this retrospective analysis. Pretreatment BMI did not predict response to IV ketamine, which was effective regardless of BMI.","2"
"6954","Adjunct Ketamine Use in the Management of Severe Ethanol Withdrawal.^\nOBJECTIVES: Ketamine offers a plausible mechanism with favorable kinetics in treatment of severe ethanol withdrawal. The purpose of this study is to determine if a treatment guideline using an adjunctive ketamine infusion improves outcomes in patients suffering from severe ethanol withdrawal. DESIGN: Retrospective observational cohort study. SETTING: Academic tertiary care hospital. PATIENTS: Patients admitted to the ICU and diagnosed with delirium tremens by Diagnostic and Statistical Manual of Mental Disorders V criteria. INTERVENTIONS: Pre and post guideline, all patients were treated in a symptom-triggered fashion with benzodiazepines and/or phenobarbital. Postguideline, standard symptom-triggered dosing continued as preguideline, plus, the patient was initiated on an IV ketamine infusion at 0.15-0.3 mg/kg/hr continuously until delirium resolved. Based upon withdrawal severity and degree of agitation, a ketamine bolus (0.3 mg/kg) was provided prior to continuous infusion in some patients. MEASUREMENTS AND MAIN RESULTS: A total of 63 patients were included (29 preguideline; 34 postguideline). Patients treated with ketamine were less likely to be intubated (odds ratio, 0.14; p < 0.01; 95% CI, 0.04-0.49) and had a decreased ICU stay by 2.83 days (95% CI, -5.58 to -0.089; p = 0.043). For ICU days outcome, correlation coefficients were significant for alcohol level and total benzodiazepine dosing. For hospital days outcome, correlation coefficients were significant for patient age, aspartate aminotransferase, and alanine aminotransferase level. Regression revealed the use of ketamine was associated with a nonsignificant decrease in hospital stay by 3.66 days (95% CI, -8.40 to 1.08; p = 0.13). CONCLUSIONS: Mechanistically, adjunctive therapy with ketamine may attenuate the demonstrated neuroexcitatory contribution of N-methyl-D-aspartate receptor stimulation in severe ethanol withdrawal, reduce the need for excessive gamma-aminobutyric acid agonist mediated-sedation, and limit associated morbidity. A ketamine infusion in patients with delirium tremens was associated with reduced gamma-aminobutyric acid agonist requirements, shorter ICU length of stay, lower likelihood of intubation, and a trend toward a shorter hospitalization.","6"
"2396","Study to Evaluate the Efficacy and Safety of Intranasal BPL-003 in Patients with Treatment Resistant Depression.^\nINTERVENTION: Product Name: 5‐MeO‐DMT.Benzoate Dry Powder Product Code: BPL‐003 Pharmaceutical Form: Nasal powder in single‐dose container INN or Proposed INN: Not applicable Current Sponsor code: BPL‐003 Other descriptive name: 5‐Methoxy‐N,N‐dimethyltryptamine benzoate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 18.7‐ Product Name: 5‐MeO‐DMT.Benzoate Dry Powder Product Code: BPL‐003 Pharmaceutical Form: Nasal powder in single‐dose container INN or Proposed INN: Not applicable Current Sponsor code: BPL‐003 Other descriptive name: 5‐Methoxy‐N,N‐dimethyltryptamine benzoate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 0.47‐ Product Name: 5‐MeO‐DMT.Benzoate Dry Powder Product Code: BPL‐003 Pharmaceutical Form: Nasal powder in single‐dose container INN or Proposed INN: Not applicable Current Sponsor code: BPL‐003 Other descriptive name: 5‐Methoxy‐N,N‐dimethyltryptamine benzoate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 12.5‐ Product Name: 5‐MeO‐DMT.Benzoate Dry Powder Product Code: BPL‐003 Pharmaceutical Form: Nasal powder in single‐dose container INN or Proposed INN: Not applicable Current Sponsor code: BPL‐003 Other descriptive name: 5‐Methoxy‐N,N‐dimethyltryptamine benzoate Concentration unit: mg milligram(s) Concentration type: equal Concentration number: 6.2‐ CONDITION: Therapeutic area: Psychiatry and Psychology [F] ‐ Mental Disorders [F03] Treatment‐Resistant Depression (TRD) ; MedDRA version: 21.1 Level: PT Classification code 10057840 Term: Major depression System Organ Class: 10037175 ‐ Psychiatric disorders INCLUSION CRITERIA: CORE: 1. Willing and able to give informed consent, with written informed consent available before any study assessments. 2. Male and female participants, age 18 to 75 years at the time of informed consent. 3. At least moderate major depressive disorder (MDD), (single or recurrent episode as informed by Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition [DSM‐5] criteria; if single episode, duration of =3 months and = 2 years) based on medical records, clinical assessment, and documented completion of the version 7.0.2 Mini International Neuropsychiatric Interview (MINI). 4. Diagnosed with TRD defined as failure to respond to an adequate dose and duration of at least 2 pharmacological treatments, in the current episode, based on the MGH ATRQ assessment. Augmentation with an add‐on treatment counts as a second treatment. Participants must not have failed more than 5 prior pharmacological treatments current episode (psychotherapy is no PRIMARY OUTCOME: Main Objective: CORE study:; To determine the efficacy of 12 mg of BPL‐003 given with psychological support to participants with treatment‐‐resistant depression (TRD); ; Open label extension (OLE):; To determine the safety of a second dose of BPL‐003 given with psychological support to participants with TRD Primary end point(s): CORE:; Change from baseline in Montgomery‐Asberg Depression Rating Scale (MADRS) for 12 mg compared to 0.3 mg of BPL‐003; OLE:; • Number of events and percentage of participants with TEAEs; • Percentage of participants with clinically significant abnormal laboratory tests compared to OLE and CORE baseline; • Percentage of participants with clinically significant abnormal vital sign measurements (heart rate, blood pressure, and body temperature) compared to OLE and CORE baseline; • Percentage of participants with clinically significant ECG parameters compared to OLE and CORE baseline; • Incidence of suicidal ideation or behavior, as assessed by the C‐SSRS compared to OLE and CORE baseline Secondary Objective: CORE:; ‐ To determine the efficacy, including early onset, of BPL‐003 given with psychological support to participants with TRD; ‐ To determine the safety of 0.3 mg, 8 mg, or 12 mg of BPL‐003 given with psychological support to participants with TRD; ‐ To evalua e the pharmacokinetics (PK) of 5‐methoxy‐N,N‐dimethyltryptamine (5‐MeO‐DMT) and its metabolites (including bufotenine) in participants with TRD after nasal administration of BPL‐003; ‐ To determine the effects on depression and disability of 0.3 mg, 8 mg, or 12 mg of BPL‐003 given with psychological support to participants with TRD; OLE:; ‐ To determine the efficacy of a second dose of BPL‐003 given with psychological support to participants with TRD; ‐ To evaluate the PK of 5‐MeO‐DMT and its metabolites (including bufotenine) in participants with TRD after nasal administration of BPL‐003; ‐ To determine the effects of a second dose of BPL‐003 on depression and disability, given with psychological support to participants with TRD Timepoint(s) of evaluation of this end point: CORE:; At Day 29; OLE: ; Up to 9 weeks following CORE period completion SECONDARY OUTCOME: Secondary end point(s): CORE:; 1. Change from baseline in MADRS for 12 mg compared to 0.3 mg of BPL‐003 ; 2. Change from baseline in MADRS for 8 mg compared to 0.3 mg of BPL‐003 ; 3. Change from baseline in MADRS for 8 mg compared to 0.3 mg of BPL‐003 ; 4. Number of events and percentage of participants with treatment ‐emergent adverse events (TEAEs); 5. Percentage of participants with clinically significant abnormal laboratory tests compared to baseline; 6. Percentage of participants with clinically significant abnormal vital sign measurements (heart rate, blood pressure, and body temperature) compared to baseline; 7. Percentage of participants with clinically significant electrocardiogram (ECG) parameters compared to baseline; 8. Incidence of suicidal ideation or behavior, as assessed by the Columbia‐Suicide Severity Rating Scale (C‐SSRS) compared to baseline; 9. Impairment in cognitive performance, assessed by Cognitive Test Battery compared to baseline; 10. Plasma levels of 5‐MeO‐DMT and it metabolites (including bufotenine) after nasal administration of BPL‐003; 11. Change from baseline in MADRS for 8 mg and 12 mg of BPL‐003 compared to 0.3 mg of BPL‐003 ; 12. Percentage of responders (defined as 50% reduction in MADRS total score) by dose group compared to baseline; 13. Percentage of participants in remission (defined as MADRS total score = 10) by dose group; 14. Change in 16‐item Quick Inventory of Depressive Symptomatology‐Self‐Report (QIDS‐SR‐16) score by dose group compared to baseline, by dose group; 15. Change in Quality of Life in Depression Scale (QLDS) score by dose group compared to baseline, by dose group; 16. Change in Sheehan Disability Scale (SDS) total score by dose group compared to baseline, by dose group; 17. Change in Clinical Global Impression‐Severity (CGI‐S) score by dose group compared to baseline, by dose group; OLE:; 1. Change in MADRS compared to OLE and CORE baseline; 2. Percentage of responders (defined as 50% reduction in MADRS total score) compared to OLE and CORE baseline; 3. Percentage of participants in remission (defined as MADRS total score = 10) compared to OLE and CORE baseline ; 4. Plasma levels of 5‐MeO‐DMT and its metabolites (including bufotenine) after nasal administration of BPL‐003; 5. Change in QIDS‐SR‐16 score compared to OLE and CORE baseline; 6. Change in QLDS score compared to OLE and CORE baseline; 7. Change in SDS total score compared to OLE and CORE baseline; 8. Change in CGI‐S score compared to OLE and CORE baseline Timepoint(s) of evaluation of this end point: CORE:; 1. at Day 8; 2. at Day 29; 3. at Day 8; 8. at Days 2, 8, 29, 43, and 57 ; 9. at Days 8 and 29 ; 10. up to 60 minutes after administration; 11. at Days 2 and 57; 12. at Days 2, 8, 29, and 57 ; 13. at Days 2, 8, 29, and 57; 14. at Days 2, 8, 29, and 57 ; 15. at Days 2, 8, 29, and 57 ; 16. at Days 29, and 57 ; 17. at Days 2, 8, 29, and 57 ; OLE:; 4. up to 60 minutes after administration; For additional details on remaining endpoints please refer to Schedule of Events; ; ;","9"
"2225","Acute psychomotor, memory and subjective effects of MDMA and THC co-administration over time in healthy volunteers.^\nIn Western societies a considerable percentage of young people expose themselves to the combination of 3,4-methylenedioxymethamphetamine (MDMA or 'ecstasy') and cannabis. The aim of the present study was to assess the acute effects of co-administration of MDMA and THC (the main psychoactive compound of cannabis) on pharmacokinetics, psychomotor performance, memory and subjective experience over time. We performed a four-way, double blind, randomized, crossover, placebo-controlled study in 16 healthy volunteers (12 male, four female) between the ages of 18 and 27. MDMA (100 mg) was given orally, THC (4, 6, and 6 mg, interval of 90 min) was vaporized and inhaled. THC induced more robust cognitive impairment compared with MDMA, and co-administration did not exacerbate single drug effects on cognitive function. However, co-administration of THC with MDMA increased desired subjective drug effects and drug strength compared with the MDMA condition, which may explain the widespread use of this combination.","0"
"7822","A proof-of-principle study of the short-term effects of 3,4-methylenedioxymethamphetamine (MDMA) on tinnitus and neural connectivity.^\nBackground: This study was conducted to investigate the short-term behavioural and neurophysiological effects of 3,4-methylenedioxymethamphetamine (MDMA) on tinnitus perception.Methods: A double-blind randomized controlled cross-over design. Part 1. Behavioural measures of tinnitus following 30 mg MDMA or placebo administration (N = 5 participants) and Part 2. Behavioural measures of tinnitus and correlations between pairs of apriori regions of interest (ROI) using resting-state functional magnetic resonance imaging (rs-fMRI) before and after 70 mg of MDMA or placebo (N = 8 participants).Results: The results to MDMA were similar to placebo. For the 70 mg dose, there was a significant reduction after 4 h in annoyance and ignore ratings. RsMRI showed decreased connectivity compared with placebo administration between the left hippocampal, right hippocampal, left amygdala and right amygdala regions, and between the right posterior parahippocampal cortex and the left amygdala after two hours of 70 mg MDMA administration. Increased connectivity compared to placebo administration was found post MDMA between the right post-central gyrus and right posterior and superior temporal gyrus, and between the thalamus and frontoparietal network.Conclusions: Following 70 mg of MDMA two tinnitus rating scales significantly improved. There was, however, a placebo effect. Compared with placebo the rsMRI following the MDMA showed reductions in connectivity between the amygdala, hippocampus and parahippocampal gyrus. There is sufficient proof of concept to support future investigation of MDMA as a treatment for tinnitus.","0"
"7970","The Impact of Psychedelic Drugs on Anxiety and Depression in Advanced Cancer or other Life-threatening Disease: A Systematic Review With Meta-analysis.^\nOBJECTIVES: Life-threatening cancer or other diseases can induce anxiety and depressive symptoms. We performed a systematic review with meta-analyses of randomized controlled trials assessing patients with cancer or other life-threatening diseases using validated anxiety and depression scales. METHODS: PubMed was searched up to November 15, 2022 and citations were applied to prespecified inclusion criteria. Disease rating scales for anxiety or depression included the State-Trait Anxiety Inventory (STAI) (STAI Trait [STAI-T], STAI-State [STAI-S]), Beck Depression Inventory (BDI), Hospital Anxiety and Depression Scale (HADS) (HADS-Anxiety [HADS-A]; HADS-Depression [HADS-D]), Profile of Mood States (POMS), and the Hamilton Rating Scale for Depression (HAM-D or GRID-HAM-D-17). Safety outcomes included assessments of blood pressure and heart rate. RESULTS: Five trials, predominantly in cancer patients, had data assessing anxiety and depressive symptoms. These trials found promising results for psychedelics versus placebo in several anxiety and depression scales but increases in blood pressure and heart rate also occurred. There were some concerns of risk of bias because it is difficult to truly randomize a psychedelic trial and there was a high percentage of patients in the trials who had used psychedelics in the past. There was high heterogeneity for all analyses that we could not explain. CONCLUSIONS: Although the results are promising, future trials are needed to assess the optimal psychedelic, dose, number of sessions required, and how psychedelic naïve patients would respond both psychologically and hemodynamically before this therapy can be considered for widescale clinical use.","8"
"5380","Sub-Acute Effects of Psilocybin on Empathy, Creative Thinking, and Subjective Well-Being.^\nCreative thinking and empathy are crucial for everyday interactions and subjective well-being. This is emphasized by studies showing a reduction in these skills in populations where social interaction and subjective well-being are significantly compromised (e.g., depression). Anecdotal reports and recent studies suggest that a single administration of psilocybin can enhance such processes and could therefore be a potential treatment. However, it has yet to be assessed whether effects outlast acute intoxication. The present study aimed to assess the sub-acute effects of psilocybin on creative thinking, empathy, and well-being. Participants attending a psilocybin retreat completed tests of creative (convergent and divergent) thinking and empathy, and the satisfaction with life scale on three occasions: before ingesting psilocybin (N = 55), the morning after (N = 50), and seven days after (N = 22). Results indicated that psilocybin enhanced divergent thinking and emotional empathy the morning after use. Enhancements in convergent thinking, valence-specific emotional empathy, and well-being persisted seven days after use. Sub-acute changes in empathy correlated with changes in well-being. The study demonstrates that a single administration of psilocybin in a social setting may be associated with sub-acute enhancement of creative thinking, empathy, and subjective well-being. Future research should test whether these effects contribute to the therapeutic effects in clinical populations.","4"
"3640","Distinct acute effects of LSD, MDMA, and D-amphetamine in healthy subjects.^\nLysergic acid diethylamide (LSD) is a classic psychedelic, 3,4-methylenedioxymethamphetamine (MDMA) is an empathogen, and D-amphetamine is a classic stimulant. All three substances are used recreationally. LSD and MDMA are being investigated as medications to assist psychotherapy, and D-amphetamine is used for the treatment of attention-deficit/hyperactivity disorder. All three substances induce distinct acute subjective effects. However, differences in acute responses to these prototypical psychoactive substances have not been characterized in a controlled study. We investigated the acute autonomic, subjective, and endocrine effects of single doses of LSD (0.1 mg), MDMA (125 mg), D-amphetamine (40 mg), and placebo in a randomized, double-blind, cross-over study in 28 healthy subjects. All of the substances produced comparable increases in hemodynamic effects, body temperature, and pupil size, indicating equivalent autonomic responses at the doses used. LSD and MDMA increased heart rate more than D-amphetamine, and D-amphetamine increased blood pressure more than LSD and MDMA. LSD induced significantly higher ratings on the 5 Dimensions of Altered States of Consciousness scale and Mystical Experience Questionnaire than MDMA and D-amphetamine. LSD also produced greater subjective drug effects, ego dissolution, introversion, emotional excitation, anxiety, and inactivity than MDMA and D-amphetamine. LSD also induced greater impairments in subjective ratings of concentration, sense of time, and speed of thinking compared with MDMA and D-amphetamine. MDMA produced greater ratings of good drug effects, liking, high, and ego dissolution compared with D-amphetamine. D-Amphetamine increased ratings of activity and concentration compared with LSD. MDMA but not LSD or D-amphetamine increased plasma concentrations of oxytocin. None of the substances altered plasma concentrations of brain-derived neurotrophic factor. These results indicate clearly distinct acute effects of LSD, MDMA, and D-amphetamine and may assist the dose-finding in substance-assisted psychotherapy research.","3"
"4786","Finding the self by losing the self: Neural correlates of ego-dissolution under psilocybin.^\nEgo-disturbances have been a topic in schizophrenia research since the earliest clinical descriptions of the disorder. Manifesting as a feeling that one's ""self,"" ""ego,"" or ""I"" is disintegrating or that the border between one's self and the external world is dissolving, ""ego-disintegration"" or ""dissolution"" is also an important feature of the psychedelic experience, such as is produced by psilocybin (a compound found in ""magic mushrooms""). Fifteen healthy subjects took part in this placebo-controlled study. Twelve-minute functional MRI scans were acquired on two occasions: subjects received an intravenous infusion of saline on one occasion (placebo) and 2 mg psilocybin on the other. Twenty-two visual analogue scale ratings were completed soon after scanning and the first principal component of these, dominated by items referring to ""ego-dissolution"", was used as a primary measure of interest in subsequent analyses. Employing methods of connectivity analysis and graph theory, an association was found between psilocybin-induced ego-dissolution and decreased functional connectivity between the medial temporal lobe and high-level cortical regions. Ego-dissolution was also associated with a ""disintegration"" of the salience network and reduced interhemispheric communication. Addressing baseline brain dynamics as a predictor of drug-response, individuals with lower diversity of executive network nodes were more likely to experience ego-dissolution under psilocybin. These results implicate MTL-cortical decoupling, decreased salience network integrity, and reduced inter-hemispheric communication in psilocybin-induced ego disturbance and suggest that the maintenance of ""self""or ""ego,"" as a perceptual phenomenon, may rest on the normal functioning of these systems.","0"
"6538","Ayahuasca and Public Health: Health Status, Psychosocial Well-Being, Lifestyle, and Coping Strategies in a Large Sample of Ritual Ayahuasca Users.^\nAssessing the health status of ayahuasca users has been challenging due to the limitations involved in randomized clinical trials and psychometric approaches. The main objective of this study is the implementation of an approach based on public health indicators. We developed a self-administered questionnaire that was administered to long-term ayahuasca users around Spain. The questionnaire was administrated face-to-face to participants (n = 380) in places where ayahuasca ceremonies were occurring. Public health indicators were compared with Spanish normative data, and intergroup analyses were conducted. Long-term ayahuasca use was associated with higher positive perception of health or with a healthy lifestyle, among other outcomes. Fifty-six percent of the sample reported reducing their use of prescription drugs due to ayahuasca use. Participants who used ayahuasca more than 100 times scored higher in personal values measures. The main conclusion of this study is that a respectful and controlled use of hallucinogenic/psychedelic drugs taken in communitarian settings can be incorporated into modern society with benefits for public health. This new approach, based on the use of health indicators that were not used in previous ayahuasca studies, offers relevant information about the impact of long-term exposure to ayahuasca on public health.","2"
